context,wrong,right
"Syamsul menegaskan melalui SHS ini, diharapkan akan memberikan dampak positif, di antaranya akan muncul persaingan yang sehat antar lembaga pelayanan eksehatan melalui koordinasi Pemkot Surabaya.",eksehatan,kesehatan
"Sekalipun begitu, ia mengatakan, seluruh wilayah Aceh masih membutuhkan banyak perhatian pembangunan untuk meningkatkan kesejahteraan masyarakat.-",masyarakat.-,masyarakat
"Namun, tidak menutup kemungkinan akan berkunjugn juga ke Musi Banyuasin karena tempatnya yang berdekatan,"" ujar Lidya.",berkunjugn,berkunjung
"Bayi perempuan malang itu diperkiraankan sudah dua hari dibuang ke sungai oleh orang tuannya, karena bayi tersebut sudah mulai membusuk.",diperkiraankan,diperkirakan
"Mangindaan menegaskan bahwa Pancasila harus dipelajari terus, digali, dipahami dan dipraktikan karena Pancasila tidak berjiwa statis, melainkan sangat dinamis.",dipraktikan,dipraktekkan
"Keluaganya telah diberihathukan oleh KBRI,"" kata Koordinator Fungsi Penerangan dan Sosial Budaya KBRI Kairo, Windratmo Suwarno kepada ANTARA di Kairo, Rabu.",diberihathukan,diberitahukan
Jokowi shalat sunnah di Raudoh Rasulullah Madinah,Raudoh,Raudhah
"Menteri Luar Negeri UAE Anwar Gargash awal pekan ini mengecam tuduhan-tuduhan bahwa UAE terlibat dalam serangan-serangan bom, pertama diberikakan surat kabar AS The New York Times dan pasukan Islam di Libya.",diberikakan,diberikan
Wassalam mualaikum warohmatulohi wabarokatuh.,warohmatulohi,warohmatullahi
Kedutaan besar negara yang warganya masuk daftar narapadina mati yang segera dieksekusi juga sudah mendapat surat pemberitahuan.,narapadina,narapidana
Tapi tanpa sponsoship juga tidak mungkin karena pemerintah belum bisa hadir sepenuhnya maka masuklah sponsorhsip di situ.,sponsorhsip,sponsorship
Balon-balon dilepaskan ke udara sebagai berwujudan pelepasan dosa.,berwujudan,berwujud
Hans Sachs lahir tahun 1881 dan berpfoesi sebagai dokter gigi.,berpfoesi,berprofesi
"Alumnusnya malah cuma satu tahun,"" ujar Diana Dewi, ibu Aca.",Alumnusnya,Alumninya
"MAKASSAR, SELASA -  Menyambut penawaran wilayah kerja pertambangan minyak dan gas baru kepada investor, sedang digagas sinergi antarpemerintah provinsi untuk mengelola potensi tambang  yang te rletak di 14 provinsi, termasuk di Sulawesi dan Indonesia Timur.",rletak,terletak
"""Terorisme itu musuh keamanan, musuh perdamaian, musuh kita semua, maka kita harus memberantas terorisme dan menyeselesaikannya secara komprehensif,"" katanya.",menyeselesaikannya,menyelesaikannya
"Anggaran transfer ke daerah dan Dana Desa tahun 2016 ditetapkan sebsar Rp770,2 triliun terdiri atas Dana Perimbagan Rp700,4 triliun, dana insentif daerah Rp5 triliun, dana Keistimewaan Yogyakarta Rp17,8 triliun dan Dana Desa Rp47 triliun.",Perimbagan,perimbangan
"Deputy Joint Special Representative (JSR), Jaseph Mutaboba mewakili UNAMID juga memuji peran pentingan Kontingen Garuda Indonesia dalam menciptakan suasana kondusif di kawasan itu.",pentingan,kepentingan
Gerakan menanam pohon juga diharapkan amenbangun kesadaran lingkungan di tengah warga untuk menagkal banjir bersama-sama semua pihak.,amenbangun,membangun
"Namun, langkah hukum dipastik an semakin me nunda kinerja DPRD untuk rakyat karena membutuhkan proses waktu panjang.",dipastik,dipastikan
"KUPANG, KOMPAS.com - Empat dari lima anggota Komisi Pemilihan Umum (KPU) Kabupaten Flores Timur, Nusa Tenggara Timur, diepcat karena terbukti melanggar kode etik.",diepcat,dipecat
Foto-foto yang disiarkan televisi negara Mesir memprelihatkan seorang pria separuh baya berada di sebuah pesawat mengenakan kacamata dan memperlihatkan sebuah sabuk putih dengan kantong-kantong dan kabel-kabel.,memprelihatkan,memperlihatkan
"Pimpinan Yayasan Dinamika Umat (YDU) Kahuripan Bogor, Ustaz Hasan Basri Tanjung MA mengungkapkan Presiden Joko Widodo dan Wakil Preiden HM Jusuf Kalla adalah orang kaya yang hidup sederhana dan sangat dekat dengan masyarakat Indonesia.",Preiden,presiden
"""Melalui Setneg (Sekretaris Negara) saya akan dukung kebutuhan sekretariatan dan anggaran, termasuk kalau dibutuhkan supporting menghadirkan nara sumber yang diperlukan dan informasi pansel,"" katanya.",sekretariatan,sekretariat
"KOMPAS.com - Saat ini, konstitusi Azerbaijan tidak memperkenankan pengembangan pangkalan militer asing di wilayah bekas Uni Soveit itu.",Soveit,Soviet
"Selama ini Pulau Timor memiliki jaringan jalan beraspal mulus dari Kupang hingga ujung timur Timor Leste, peningganalan Pemerintah Orde Baru Indonesia.",peningganalan,peninggalan
Juru bicara kepolisian negara bagian Gombe Fwaje Attajiri mwngkonfirmasi telah terjadi ledakan tersebut tetapi tidak memberikan berapa banyak korban yang tewas.,mwngkonfirmasi,mengonfirmasi
"""Masyarakat nggak perlu staf khusus-khususan intelijen dan sosial.",khusus-khususan,khususan-khususan
"""Bos tim Stefano Domenicali menambahkan: ""Saya senang dan bangga bahwa Fernando dipilih oleh teman-teman team principal sebagai pebalap terbaik tahun ini: dia melewati musim yang fantastis.- Hasil poling1.",fantastis.-,fantastis
Nyamuk jantan yang dielpas harus benar-benar kompetititf dan menarik perhatian nyamuk betina.,dielpas,dilepas
Jakarta (ANTARA News) - Penyidik Jaksa Agung Muda Tindak Pidana Khusus (JAM Pidsus) mencecar mantan Komisaris PT Mobile8 Telecom yang juga CEO MNC Bambang Hary Iswanto Tanoesoedibjo terkenait kewenangan sebagai komisaris perusahaan telekomunikasi itu.,terkenait,terkait
"""Kalau di Jakarta, di mana mobilitas siswa tinggi, sistem sekolah belum terayonisasi sehingga ada yang bersekolah jauh, tentu tak mudah,"" ujarnya.",terayonisasi,terionisasi
"CO. ID, JAKARTA -- Anggota DPR RI dari Fraksi Demokrat, Marwan Cik Hasan menyayangkan kebijakan Pemerintahan Presiden Joko Widodo yang kembali menaikkkan harga BBM dari Rp 6.800 menjadi Rp 7.300 per liter.",menaikkkan,menaikan
"Dalam penerbagangan dari Beijing ke Urumqi (ibu kota wilayah otonom Xinjiang), makanan yang disajikan bertuliskan ""Muslim"".",penerbagangan,penerbangan
Para pelaku juga akan diintegorasi di BBPOM DKI Jakarta.,diintegorasi,diinterogasi
"Satu.. Dua.. Tiga,"" kata Ade memberi instruksi.",Satu..,Satu
"Pasalnya, saksi ahli IT Cristoper Hariman Rinto menyatakan bahwa CCTV yang dianalisanya bukan berasal dari Digital Video Recorder (DVR).",dianalisanya,dianalisisnya
"Dia gak ngaku kan sal.. ga anu..gitu ajaAnggodo : Tapi kalo dia gak ngebantu kita Pak, terjerumus.",sal..,sal
"Dari jumlah tersebut, sekitar 100 pekerja seks yang tinggal menetap.",netap,menetap
"""Saya yakin dalam situasi seperti itu, saya sebagai orang yang punya simpananan di suatu bank akan nanya (bank) ini sehat enggak.",simpananan,simpanan
Para politisi yang mengetahui berbagai proyek tersebut kemudian mememanfaatkan posisinya.,mememanfaatkan,memanfaatkan
"Menteri Komunikasi dan Informatika Muhammad Nuh, di Jakarta menyampaikan, dengan pengahpusan hak monopoli, persaingan diserahkan penuh ke mekanisme pasar.",pengahpusan,penghapusan
"Warriors yang terkenal berkat lemparan jarak jauh yang eksplosif dari 'Splash Brothers' (duo guard Stephen Curry dan Klay Thompson), memasang pertahanan yang tangguh yang dikomandio si besar dari Australian center Andrew Bogut.",dikomandio,dikomandoi
Kereta itu telah muncul di berbagai film terkenal Hollywood dan dimasukna ke dalam Daftar Tempat Bersejarah Nasional pada 2000.,dimasukna,dimasukkan
Hal itu dianggap seabgai langkah untuk memperkuat cengkraman kekuasaan Putin.,seabgai,sebagai
"Selain dikenal sebagai pionir dalam bidang kimia, Amiruddinlah pada masa kepimimpinannya sebagai gubernur Sulsel memperkenalkan konsep ekonomi modern dengan program tri konsep yakni pengwilayahan komoditas, perubahan pola pikir, dan petik olah jual.",pengwilayahan,pewilayahan
"Sebuah perjanjian iklim yang kuat akan mengirimkan tanda pada peneliti dan investor bahwa perubahan diperulkan dan akan memacu inovasi energi, kata Obama dalam konferensi pers di Konferensi Perubahan Iklim oleh PBB di Paris.",diperulkan,diperlukan
"Setelah sampai di Pos Mina, Menag dan rombongan sholat Mabrib yang digabung dengan Isya.",Mabrib,Maghrib
"""Kaul bila Persib maupun PBR juara ISL 2014 maka akan diarak keliling Kota Bandung menggunakan bus wisata Bandros, mudahan-mudahan saja terjadi All Bandung Final,"" kata Ridwan Kamil di Bandung, Jumat.",mudahan-mudahan,mudah-mudahan
"""Yang bsangkutan indisipliner sebagai anggpta Polri.",bsangkutan,bersangkutan
"Kapal itu datang dari Kosta Rika dan tengah dalam perjalanan menutuju pelabuhan Vlissingen, Belanda.",menutuju,menuju
"Konsorsium LSM Pemantau Seleksi CPNS terdiri atas Indonesia Corruption Watch (ICW), Forum Informasi dan Kominukasi Organisasi Non-Pemerintah (FIK-Ornop Sulsel), Malang Corruption Watch (MCW), POKJA 30 Samarinda, Masyarakat Transparansi Banten (MATA Banten), dan Sentra Advokasi untuk Hak Pendidikan Rakyat (SAHdaR Medan).",Kominukasi,Komunikasi
Tantri gagal melaju ke babak repecgahe setelah atlet Uzbekistan itu pun gagal ke babak repechage.,repecgahe,repechage
"Bastiono menjelaskan, Kejurnas ini mempertandingkan dua kategori yakni kategori tiga lawan tiga (theree on theree) yang diikuti tiga orang peserta dan comender (empat orang) dimana satu orang menjadi komando.",comender,commander
Selingkuh domininasi sidang kehormatan hakim sepanjang 2014,domininasi,dominasi
"Pantauan Kompas.com, banjir misalnya terlihat mulai menggenangi Jalan Bouvelard Barat Kelapa Gading, tepatnya mulai bundaran Sentra Kelapa Gading, yang mengarah ke Mall of Indonesia (MoI).",Bouvelard,Boulevard
JawaPos.com - Sekretariatan DPRD (Sekwa) DKI kembali menganggarkan renovasi toilet di gedung wakil rakyat tahun ini.,Sekretariatan,Sekretariat
"Saat ini, aparat keamanan sudah melakukan penjagaan ketat di Sekreatriat KPU, untuk menjaga agar tidak terjadi tindakan massa yang anarkis.",Sekreatriat,Sekretariat
"Ongkosnya Rp 1,5 juta,"" ungkpa Arifin.",ungkpa,ungkap
"Turut hadir mendampingi Kepala Negara, antara lain, Menteri Pemuda dan Olahraga Andi Mallarangeng dan Ketua PSSI Djohar Afirin Husin.",Afirin,Arifin
"Ia berterima kasih kepada China untuk yang disebutnya dukungan, meskipun Beijing abstain pada resolusi PBB tentang Krim, yang ditolak Moskow, dan menyatakan yakin Jerman akan mendukung kehendak rakyat Rusia untuk berstau kembali, seperti Rusia mendukung penyatuan kembali Jerman pada 1990.",berstau,bersatu
"Aksi unjuk rasa dengan kekerasi beberapa kali terjadi di Kota Ferguson menyusul kematian Michael Brown, seorang remaja kulit hitam tidak bersenjata yang ditembak seorang personil polisi pada 9 Agustus.",kekerasi,kekerasan
"""Rakyat kami di Tepi Barat hanya punya satu pilihan: yaitu konfrontasi komrepensif dan terbuka terhadap pendudukan.""",komrepensif,komprehensif
"Penyakit pernapasan akut itu menimbulkan gejala batuk, demam, napas tersengal-sengal serta bisa mengarah ke penumonia dan gagal ginjal.",penumonia,pneumonia
Namun st atus komplek perkantoran tersebut masih tetap menjadi milik PTPN II.,atus,status
"""Mereka menyepakati gencatan senjata pada Jumat di sekitar wilayah Debaltseve untuk memberi kesempatakan pengungsian bagi penduduk,"" kata pejabat Kementerian Dalam Negeri, Vyacheslav Abroskin kepada AFP.",kesempatakan,kesempatan
Altenatif dari Terminal Pulo Gadung belok kanan melewati perumahan Bangun Cipta Sarana.,Altenatif,alternatif
"Untuk itu, menurut Hendardji, pengaturan parkir dan lalu lalng beribu-ribu kendaraan harus diperhatikan.",lalng,larang
"""Banyak salah kaprah membuat defini soal e-warung, smart city, digital business, dan banyak lagi yang lainnya.",defini,definisi
Resident Manager Hotel and Vila Tugu Crescentia Harividyanti mengatakan bahwa kenaikan tarif hotel memang sedang dipertimbangakn di Kota Malang.,dipertimbangakn,dipertimbangkan
"Dalam progrma CSR PT Adhi Karya Tbk membangun enam jembatan di seluruh wilayah Indonesia yaitu,  Jembatan Gantung Kampung Balai Punah, Desa Sangiang Tanjung, Banten.",progrma,program
"Namun, kata Suwari, penduduk Desa Purworejo Kaliori, Rembang mengatakan, pengahsilan mencari ikan itu tidak menentu karena kebetulan saja ada banjir di sekitar tambak.",pengahsilan,penghasilan
"Selanjutnya, para penyelam menuju Fish Apertement berbentuk Pyramid yang terdiri dari empat tingkat dan masing-masih tingkat akan diisi oleh para penyelam yang berada di kedalaman kurang lebih 9,5 meter sampai dengan 14 meter, lalu dilanjutkan dengan penebaran benih ikan oleh Gubernur Maluku beserta para penyelam.",Apertement,Apartment
Samuel Eto'o disemati Anugerah Anti Rasisme,disemati,diselamati
"Presiden mengeluarkan peringatan keras terhadap para pelaku kekerasan seksual terhadap anak dengan meminta bawahannya mengambali langkah koordinatif dan komprehensif antarkementerian terkait, Polri dan Kejaksaan.",mengambali,mengambil
"Hal ini diungkapkan Kepala Balai Pelestarian Nilai Budaya (BPNB) Banda Aceh-Sumatera Utara (Sumut),Cut Irini.",Irini,Rini
"""Dicekal sama label enggak boleh keluarin album, ya sudah enggak apa-apa, saya malah bagi-bagiin gratis aja di internet,"" lanjutnya tertawa.",bagi-bagiin,bagi-bagi
Ia mengakui kebijakan manajemen Garuda mengoperaiskan pesawat ATR karena merupakan komitmen pihaknya dalam mempercepat pelayanan penerbangan Garuda dengan berbagai kota tujuan di Indonesia.,mengoperaiskan,mengoperasikan
Hujan deras yang terjadi pada Jumat dini hari tersebut juga mengganggu akvititas perekonomian Pasar Johar serta merendam permukiman warga.,akvititas,aktivitas
Jazuli tidak ingin ada stigmasasi tentang lemahnya rekrutmen parpol tanpa fakta dan bukti.,stigmasasi,stigmatisasi
"Skeitar pukul 23.00 WIB, PLN melakukan pemadam di sekitar Air Itam dan Semabung.",Skeitar,Sekitar
"Ini menunjukkan masih rapuhnya layanan dan sturktur intelijen,"" kata beberapa pengamat dari pusat ientelejen.",sturktur,struktur
"Katerakteristik perusahaan perangkat lunak yang dimaksud Adi antara lain menjadikan  bagian dari bisnis, dan melakukan otomatisasi dan layanan sendiri yang justru lebih efektif.",Katerakteristik,Karakteristik
"Sebelum ada penundaan lagi, sang ahli fiiska itu mendatangi tempat liburan dubes Belanda di Maine, dan mendesak untuk menentukan tanggal konvensi itu kalau tidak ia akan segera menjadwalnya di Washington DC.",fiiska,fisika
"Mengetahui kelakukan anaknya, kedua orangtuanya berusaha berbicara dan menghentikan kebiasa buruk anak tersebut.",kebiasa,kebiasaan
"Di samping itu, menurut dia, terlalu sering mengosumsi kafein atau gula makanan untuk memberi kita dorongan energi, hanya membuat masalah menjadi lebih buruk.3.",mengosumsi,mengkonsumsi
"Omeugu memperkirakan, sedikitnya ada 65 pesawat tua yang dibiarkan begitu saja parkir atau terlegeletak di sejumlah bandara di Nigeria.",terlegeletak,tergeletak
"Untuk itu, bagi pengendara yang melitnas diharapkan untuk kewaspadaannya saat melewati jalur cepat tersebut.",melitnas,melintas
Narasumer terdiri dari pakar dan akademisi di bidang informasi atau media dari berbagai institusi dan perguruan tinggi dari mancanegara juga menyampaikan pandangan mereka guna  memperkokoh peran media di negara-negara Islam atau yang mayoritas penduduknya memeluk agama Islam.,Narasumer,narasumber
"Madrid sempat berkesempatan mempersebar keunggulan mereka pada menit-menit awal ketika Lukasz Piszczek membuat tim ini dihadiahi tendangan penalti, Sayang, Angel Di Maria gagal menjalankan tugasnya.",mempersebar,memperbesar
"Kemudian ketiga, menurut dia, masalah pituang pajak yang ada harus diselesikan.",pituang,piutang
"Seseorang yang pernah mengalami cacar air, kekebakalan selulernya terganggu misalkan karena usia lanjut atau diabetes, menderita penyakit kronis, trauma dan immunikompromise (pasien kanker terutama leukimia), berpeluang lebih besar menderita penyakit ini.",immunikompromise,imunokompromise
"Tapi pas dia jalan setelah ngambil uang, ku engok mukanya dari samping kayaknya sudah tua.",engok,kuengok
"Meski berkewarganegaaran Rusia, Sharapova mewarisi tradisi tenis AS dengan tinggal dan berlatih di negara tersebut sejak kecil.",berkewarganegaaran,berkewarganegaraan
"Insvestor dan pemerintah pusat lepas tangan,""  kata Imam.",Insvestor,investor
"Christie tidak mengungkapkan penjual arloji yang dikenal hanya sebagai ""Stephen S. Palmer Patek Philippe Grand Camplication no.97912"", sesuai nama pemilik asli, seorang inudstriawan yang meninggal pada 1913.",inudstriawan,industriawan
Makassar (ANTARA News) - Wali Kota Makassar Mohammad Ramdhan Pomanto memuji Front Pembela Islam (FPI) di Sulawesi Selatan khususnya di Makassar yang menurut dia meminalisir bibit kejahatan atau perilaku menyimpang.,meminalisir,meminimalisir
"""Mengacu data dari Kementerian Keuangan potensi penerimaan pajak dari manesti tersebut mencapai Rp160 triliun,"" kata dia.",manesti,amnesti
"""Jadi bobot keblingeran kubu Aburizal lebih berat dari kubu Agung.",keblingeran,keblinger
"Alasan untuk tidak hadir pada konferensi itu, kata Tabuni, karena Sinode Kingmi Papua menggelar kegiatan pra konferensi yaitu rapat persiapan menuju konferensi sinode ke-10 19-24 Oktboer 2015 di Dogiyai, yang telah dilaksanakan pada pekan kemarin di Sentani, Kabupaten Jayapura.",Oktboer,Oktober
Utusan Khusus Presiden RI mengucapkan selamat kepada rakyat dan pemintah Mesir atas rampungnya pembangunan Terusan Suez Baru.,pemintah,pemerintah
Nomowr telepon itu lah yang juga digunakan saat berbicara dengan Kaban.,Nomowr,nomor
Anggota yang akan diturunakn sekitar 2.500 personel.,diturunakn,diturunkan
Sedangkan nota kesepahaman kerja sama yang ditandatangani antara Garuda Indonesia dengan Airbus dan Rolls Royce menekankan pengembangan kemampuan (skills development) sehingga Garuda  Indonesia mempunyai kemampuan untuk merawat engine RR Part serta mengembangkan kapabilitas Garuda Maintenance Facilty (GMF) sehingga mampu merawat engine RR yang lebih besar dan luas..,luas..,luas
Mobill yang diparkir di pinggir jalan harus segera dipindahkan.,Mobill,mobil
Mereka menuntut revisi peraturaran presiden nomor 48 tahun 2008.,peraturaran,peraturan
"Ia berharap Pancasila dapat kembali direaktualisasikan dalam kehidupan masyarakat, khususnya di dalam dunia pendidikan.",direaktualisasikan,diaktualisasikan
"Namun, KPU meminta kedua tim pasangan calon berkoordinsai agar jadwal dan lokasi kampanye tidak berbenturan satu sama lain.",berkoordinsai,berkoordinasi
"Semuanya dilengkapi peluru kendali udara-ke-udara jarak dekat Vympel R-73 Dalam pertempuran jarak dekat, amunisi 30 milimeter dari kanon Griyasev-Shipunov-nya bisa merontokkan struktur utama fuselage pesawat terbang lawan.",Griyasev-Shipunov-nya,Gryazev-Shipunov-nya
"Karim menambahkan, pihaknya tengah melakukan pengembangan kasus cuarnmor itu.",cuarnmor,curanmor
"Tembakan Sandro Ramirez pada kesempatan berikutnya masih melebar, dan tandukan Marc Bratra dari tendangan sudut dapat ditepis kiper tuan rumah Jose Antonio Fuentes.",Bratra,Bartra
"Augmented Reality dan Sos-Med D-CashDirektur Consumer Banking Danamon Michellina Triwardhany menjelaskan, fitur ""Augmented Reality"" merupakan aplikasi khusus bagi nasabah yang ""doyan"" belanja.",Sos-Med,Sosmed
"Ramjeet mengatakan makanan sehari-harinya yang terdiri dari kacang almond, mentega, dan susu adalah rahasia yang membuatnya masih aktif dalam urusan seks di usia sesenja ini.",sesenja,senja
"Saat ini, kita butuh pendidik yang ebrkualitas dan juga punya jiwa kepemimpinan di kelas dan sekolah.",ebrkualitas,berkualitas
Katanya menambahakn akibatnya mobil tersebut terseret sejauh kurang lebih 15 meter dan memasuki areal persawahan warga sekitar dengan kondisi remuk.,menambahakn,menambahkan
"Penyidik Direktorat Reserse Kriminal Khusus (Ditreskrimsus) Polda Jambi telah memeriksaan saksi dan berkasnya kini sudah dilimpahkan tahap pertama ke kejaksaan untuk diteliti, kata Kasubbid Penmas Bidang Humas Polda Jambi, Kompol Wirmanto, di Jambi Senin.",memeriksaan,memeriksa
Hadir pula anggota Ko rwil XVI Toni Uloli dan Sekretaris DPD Provinsi Papua Demas Patty.,rwil,Korwil
Menurut Presiden saat ini adalah era kompetisi atau persaingan namun bukan kompetisi antarindividu atau kelompok atau partai melainkan persaingan antarnegara yang harus dihadapi bersama-sama.,antarindividu,antarindividual
"Sesuai arahan Menhub Jonan, lanjut Djoko, pihaknya berjanji tidak akan bersikap diskrimintaif untuk memutasi pegawai tersebut.",diskrimintaif,diskriminatif
"Responden yang tidak akan memilih mereka sebanyak 3,3 persen, merahsaiakan 1,6 persen, belum memutuskan 39,3 persen, dan tidak tahu ataupun tidak menjawab sebanayak 14,7 persen.",merahsaiakan,merahasiakan
"Sebanyak 102 kotak obat merek Seretiace 125, 160 kotak obat merek Wubianli (obat meningkatkan nafsu makan), 146 kotak obat merek Cavias, 3.800 botol obat merek Antalgin Injektion, 790 kotak obat merek Insosarbide Dimitraz, 30 botol Aqua Bides, 1.580 kotak obat merek Prinalatan, dan 150 kotak obat merek Nizoral.",Seretiace,Serenace
"Jakarta (ANTARA News) - ""Gravity"" yang dibintangi Sandra Bullock dan disutradarai Alfonso Cuaron mendominasi anugerah perfilman tertinggi Amerika Serikat, Acadamey Award atau Oscar, tahun ini dengan merebut tujuh kategori, termasuk salah satu dari empat kategori paling bergengsi untuk Sutradara Terbaik.",Acadamey,Academy
Teror yang dilakukan baik oleh para penonton dan -terutama- oleh para anggota polisi Malaysia.,-terutama-,terutama
Dia sangat berharap vonis yang dijatuhkan hakim lebih ringan dari tuntutan jaksa dan masuk dalam masa hukuman percobaan..,percobaan..,percobaan
"Selama ini, binatang reptil yang ada di aliran sungai yang terelak di dua kecamatan itu seringkali membawa petaka bagi masyarakat yang tinggal di dua kecamatan itu.",terelak,terletak
"Apakah tim Mutiara Hitam akan mendapat sanksi dari induk organisasi AFC atau FIFA, terkait masalah itu, Rokcy menegaskan kembali bahwa pihaknya segera mengeluarkan pernyataan resmi nanti sore.",Rokcy,Rocky
Badan Lesigislasi siap bahas revisi UU Terorisme,Lesigislasi,Legislasi
"Menurut dia, keputuan kilennya terkait pembebaan lahan dalam proyek PLTU itu malah dinilainya telah menyelamatkan subsidi negara triliunan.",kilennya,kliennya
"Baca: Mari Mengenal ""Brexit"" Lebih Dalam..",Dalam..,Dalam
"Agresi tersebut, yang menewaskan 2.200 orang Palestina, juga mengkehancurkan banyak rumah, prasarana, industri dan pertanian.",mengkehancurkan,menghancurkan
"Selain mengunjungi Dunia Fantasi, pengunjung Taman Impian Jaya Ancol juga dapat menyaksikan beragam pertunjukkan di Gelanggang Samudra Ancol seperti Scorpoin Pirates yang diputar pukul 13.00 dan 15.00.",Scorpoin,Scorpion
Kunjungan wisawatan ke Sumatra Utara juga terus naik dari 493 ribu penumpang pada 2009 menjadi 839 ribu pada 2012.,wisawatan,wisatawan
"Dalam RUPS BNI itu, lanjut dia, juga menyetujui dan memberikan wewenang dan kuasa kepada Dewan Komisaris dengan terlebih dahulu mendapatkan persetujuan tertulis dari pemegang saham seri A Dwiwarna untuk menetapkan program kepemilikan saham manajemen dan pegawai dengan menggunakan saham tresuri .",tresuri,treasury
Selama dua tahun ini saya memberikan beasiswa kepada lima anak dan inginya punya institut untuk belajar pertanian.,inginya,ingginnya
Rockets akan memulai sesi latiahn pada 25 September mendatang.,latiahn,latihan
Pecemaran-pencemaran mudah-mudahan bisa segera diatasi.,Pecemaran-pencemaran,pencemaran-pencemaran
"Sesungguhnya diutarakan Gita, semangat membenahi sistem pajak pada produk-produk smarthpone sangat tepat, agar industri di sektor telekomunikasi bisa berkembang.",smarthpone,smartphone
Cara ini diharapkan bisa menekan angka banykanya anak putus sekolah alias tidak menuntaskan wajar 9 tahun.,banykanya,banyaknya
"Tiga-belas orang lagi diselamatkan setelah kecelakaan terjadi sekitar pukul 22.40 waktu setempat di Tambang Batu Bara Babao di Kabupaten Jiangyuan di Kota Baishan, kata juru bicara biro pengawasan dan keselamatan kerja di provinsi tersebut.",Tiga-belas,tigabelas
Mohammad Humayon Qayoumi Mahasiswa universtias di Kabul,universtias,universitas
Polri pantau propaganda radikalsime di dunia maya,radikalsime,radikalisme
"Berani-beraninya dia memukukul Kepala Kepolisian Sektor Manismata, Kabupaten Ketapang, Kalimantan Barat, Ajun Komisaris Untung Sugiarto.",memukukul,memukul
"Namun, Parni mengatakan, pada zaman sekarang ini sulit untuk mendapatkan pemimpin yang amanah di Indonesia akibat praktik transaksionalime yang sering terjadi.",transaksionalime,transaksionalis
"Karena itu, desain diklat guru mesti yang teapt dengan kondisi dan kebutuhan guru yang ada,"" kata Sulistiyo.",teapt,tepat
"""Namun sampai saat ini, kedelapan nama-nama jenazah yang telah terindifikasi belum diperoleh dari petugas RSU Kabanjahe,"" ujarnya.",terindifikasi,terindikasi
"Meski demikian, landasasan pacu di bandara yang baru-baru ini meraih bandara terbaik di dunia itu sudah berusia lima tahun maka harus diperbaharui lagi.",landasasan,landasan
"Tiga rumah ibadah yang akan dikunjungi diawali dengan bersilatuhmi bersama umat Hindu di Pura Agung Satya Buana, Tanah Abang, Jakarta Pusat.",bersilatuhmi,bersilaturahmi
Kekerasan dan pelanggaran ekstrim yang dilakukan ISIS kepada baik warga sipil maupun pihak-pihak yang berseberangan dengan mereka telah mendapatkan reaksi keras di wilayah-wilayang yang dikuasai pemberontak anti Assad.,wilayah-wilayang,wilayah-wilayah
"Semua kandididat akan dirangkul, karena ini pertarungan persahabatan,"" kata pengusaha mengawali karirnya di Kota Pare-pare, Sulawesi Selatan, ini.",kandididat,kandidat
"Ia terinspirasi sosok ibunya, Uhintawati (52), yang bekerja sebagai bidan.",Uhintawati,Sintawati
KOMPAS.com - Rusia telah menggunakan hak vetonya di PBB untuk memblokir kerangka rencana membentuk mahkamah internasional untuk kasus jatuhnya pesawasat Malaysia Airlines MH17 pada Juli 2014.,pesawasat,pesawat
"Menurut dia, angka ketergantungan terhadap narkotika dan obat-obatan terlarang lainnya di DIY sekitar 68 ribu jiwa jika dipersentasekan mencapai sekitar dua persen dari jumlah penduduk sekitar 3,5 juta jiwa dengan prevelansi usia antara 10 tahun hingga 59 tahun.",prevelansi,prevalensi
"Juara Bintan Triathlon 2010 dan 2012, Assad Attamimi serta James Middledetich juga tampak di antara peserta tahun ini.",Middledetich,Middleditch
Kegiatan ketiga dilaksaankan Kementerian Koordinator bidang Ekonomi dengan menggelar Jambore Kewirausahaan Nasional untuk Pengurus Organisasi Intra Sekolah seluruh Indonesia.,dilaksaankan,dilaksanakan
"Ketika masih sebagai Uskup Agung Munich pada tahun 1980, dia menyetujui perpindahan seorang pastor tersangka pedofilia ke diosesnya untuk menjalani terapi; pastor itu kemudian terbukti melakukan pelecehan dan akhirnya dipenjara.",diosesnya,diosesannya
"Saat melakukan evakuasi dan otopsi terhadap korban, petugas membawa jenazah ke RS Azra yang berada berselebahan dengan lokasi hotel tempat korban jatuh.",berselebahan,bersebelahan
Apalagi kerak telor tuh.. wuihhh... eunakk tenannn dan mereka pada penasaran karena banyak juga yang belum pernah makan.,tenannn,tenan
"""Ini yang kita khawatirkan, Kita akan menggarap infrastruktur, baik jalan tol, kereta api, dermaga, kemudian investor sudah masuk, ketakutan dan kekahwatiran kita kekurangan SDM di bidang teknik, ini yang agak sedikit kita khawatirkan,"" kata Presiden kepada wartawan di Pesawat Kepresidenan saat menuju tanah air.",kekahwatiran,kekhawatiran
"Menurut dia, pihaknya tidak mengetahui tanggal berapa rencana pernikahan putra sulung orang nomor satu di Indonesia itu, karena masih diharasiakan oleh keluarga yang akan menyelenggarakanya.",diharasiakan,dirahasiakan
"Sementara terkait sumber daya manusia (SDM), pihaknya akan menyiapkan 100 orang perlokasi untuk memberikan bimbingan teknis soal hospitality di sebuah destinasi wisata ziarah.",perlokasi,perkolasi
