context,wrong,right
Dan mendeposrtasi warga asing sebanyak 10 kali.,mendeposrtasi,mendeportasi
Buaya itu banyak hidup di Sungai Batanghari dan anak sungai seperti Danau Sipin hingga ke wilayah muara pantain timur Kabupaten Tanjung Jabung Barat dan Tanjung Jabung Timur Provinsi Jambi.,pantain,pantai
"Siang tadi, Srumbung sempat diguyut hujan cukup deras.",diguyut,diguyur
"Keenam keluarganya adalah Fauzi Umar, Hafid Umar, kemudian istri dan tiga anak Hafid atas nama Choiriyah Cholid, Hamzah Hafid (6), Utsman Haafid (4) dan Atiqah Umar (2).",Haafid,Hafid
"Ketika salah satu pompa di Rumah Pompa Ancol rusak akibat dinamonya terbakar awal Juni lalu, seluruh wilayah Pademangan Barat dan Pademangan Timur tergenang sampai sepekan lebih.",dinamonya,dinamo-nya
"Karena itu, Setya meninta kepada setiap anggota dewan untuk mematuhi aturan yang ada.",meninta,meminta
"Selain itu, menuntut agar harta milik Nazaruddin senilai lebih kurang Rp 600 miliar yang diperooleh dari pencucian uang, dirampas untuk negara.",diperooleh,diperoleh
"Fokus mengatasi permasalahan kurang memadainya penyuluhan serta minimnya jumlah bibit yang dinilai merupakan beberapa persoalan utama dari pengembangan komoditas tersebut di Tanah Air, selain umur tanaman yang juga telah tua sehingga produktifitasnya berkurang.",produktifitasnya,produktivitasnya
"Mereka berasal dari dosen, pegawai nondosen, dosej PTS yang ruangannya dipakai, kelompok guru yang sekolahnya dipakai ujian, serta mahasiswa.",dosej,dosen
"Haji Baba-ammi, seorang menteri negara bagian yang bertanggung jawab atas urusan anggaran, dipromosikan dan diberikan jabatan di kementerian keuangan, menggantikan Abderahmane Benkhlafa.",Abderahmane,Abderrahmane
"Sepanjang musim panas lalu, Icardi memang santer diberitakan bakal cabut dari Giusseppe Meazza.",Giusseppe,Giuseppe
"Program tersebut dillakukan selama 20 menit yang ditandai dengan membunyikan sirine, beduk, bel, maupun kentongan sebagai pengingat orangtua terhadap anaknya di tengah kesibukan aktivitas sehari-hari.",dillakukan,dilakukan
"Dan aku yakin itu ulah para pembisiknya, bukan pak SBY,"" ucap Ruhut saat dihubunvgi Kompas.com, Senin.",dihubunvgi,dihubungi
"Johan mengungkapkan ada lima anggota Kelompok Santoao yang dilumpuhkan, salah satunya berciri-ciri seperti Santoso.",Santoao,Santoso
"Pada kesempatan kunjungan kenegaraan itu akan ditandatangani nota kesepahaman di berbagai bidang, diantaranya di bidang perikanan, pertanian, perdagangan, investasi, pertambangan, dan pendidikan serta erjanjian bebas visa bagi pemegang paspor dinas dan diplomatik.",erjanjian,perjanjian
"""Lagu ini ber-genre pop elektro bertempo sedang.",ber-genre,bergenre
Gunung Merapi embuskan asap letusan freatik,embuskan,hembuskan
"Setelah ciuman intim, para peneliti mendapati fakta bahwa kuantitas bakteri probiotik pada liur penerima meningkat tiga kali lipa atau total 80 juta bakteri berpindah selama 10 detik ciuman.",lipa,lipat
Misa pisah tahun tersebut merupakan kebiasan geraja katolik yang dilaksanakan setiap tahun sebagai rasa syukur atas kehidupan pada tahun yang akan dilewati dan juga sebagai doa permohonan memasuki tahun baru agar mampu djalani dengan baik.,djalani,dijalani
"""Saat masuk ke dalam rumah ditemukan dikamar tidur tiga cucunya sudah dalam keadaan lemas, lalu di ruang tamu diktemukan Lamtono juga lemas dan tidak bernafas.",diktemukan,ditemukan
Sudah lebih dari tiga pekan  lahan penanaman bibit kering akibat pasang laut tidak cukup tinggi menjangkau daratan.,asang,pasang
Awan hitam tebal tampak menggangung di langit kota Kembang ini.,menggangung,menggantung
"Pada bulan Juni-Juli 2014, Putin menyatakan dukungan terhadap upaya Israel melindugi warganya.",melindugi,melindungi
Pendampingan itu uncuk mencegah penyimpangan anggaran pembangunan.,uncuk,untuk
"Komisi IV DPR RI : Kementan, Kementerian Kehutanan, Kementarian KKP, Kemenko Maritim, Kementerian LH, Bulog, Dewan Maritim Nasional",Kementarian,Kementerian
"Acara pentas musik tersebut digelar di lapangan simpang lima dari pukul 21.00 WIB hingga tengaj malam, 24.00 WIB.",tengaj,tengah
"Proses refund dapat dilakulkan pada loket stasiun terdekat,"" ujar dia.",dilakulkan,dilakukan
"''Apalagi selama ini sudah menjadi rahasisa umum bahwa BUMN hanya menjadi sapi perahan pihak-pihak tertentu yang tidak produktif bagi perekenomian nasional.""",rahasisa,rahasia
"Selain itu, kata dia, masyarakat juga harus mencermati pilihan yang telam diambil, yakni dengan keterbatasan uang yang dimiliki pemerintah saat ini.",telam,telah
"Francois Bozize, presiden tergulimg yang dianya sendiri merebut kekuasaan dalam kudeta 2003 melarikan diri dari negara itu pada akhir pekan dan pada Senin dia berada di Kamerun.",tergulimg,terguling
"""Pemberhentian sementara kerhadap kades itu, sudah diatur dalam Perda Nomor 72 Tahun 2005 tentang Desa, Pasal 19.",kerhadap,terhadap
"Masing-masing pemenang mendapat hadiah berupa study trip ke Hanoi persemabahan dari UNICEF, sebuah kamera Nikon DSLR-D3000 kit, dan tabungan Niaga Xtra senilai Rp 5 juta dari CIMB Niaga.",persemabahan,persembahan
"Menurut dia, apabila kondisi ini terus berlanjut, tanpa pengawasan dan penindakan dari pihak pertamina, maka gas elpiji bersubsidi ini dihapuskan, sehingga tidak ada lagi masyarakat berekonomi mampu mengaku miskin dan biaya yang dikeluarkan pemerintah untuk memsubsidi masyarakat juga berkurang.",memsubsidi,mensubsidi
"Sleman (ANTARA News) - Wakil Presiden M. Jusuf Kalla bersama Ibu Mufidah Kalla mengisi liburan tahun barunya dengan menikmati keindahan matahari terbenam dari kawasan objek wisata Candi Ratu Boko di perbukitan Bokoharjo, Prambanan, Kabupaten Sleman, Daerah Istimewa Togyakarta (DIY), Jumat.",Togyakarta,Yogyakarta
JawaPos.com - Tak butuh waktu lama bagi jafri Sastra untuk menganggur.,jafri,Jafri
"Nanti kalau sudah dipaasang lampu berlaku 24 jam,"" katanya.",dipaasang,dipasang
"Pada 2011, Wali Kota Sergiyev Posad, Yevgeny Dushko ditembak mati di halaman kediamannya.",Sergiyev,Sergiev
"Menjelang pukul 07.00 Wita para siswa di SMAN Mataram sudah memasuki ruang ujian, namun tiba-tiba mereka dminta berkumpul di lapangan sekolah untuk menyampaikan pengumuman penunduran jadwal UN tersebut.",dminta,diminta
"""Tokoh agama dan masyarakat memiliki peranan penting untuk mensosialisaikan ke masyarakat agar tingkat partisipasi pemilih pada Pilpres meningkat dibandingkan pemilihan legislatif,"" katanya di Ambon, Minggu.",mensosialisaikan,mensosialisasikan
"Sementara itu, Kerry mengatakan Amerika Serikat akan melanjutkan koordinasi dan konsultasi dengan negaga GCC agar bisa memberi sumbangan bagi pembangunan kepentingan bersama dan mendorong keamanan dan kestabilan di wilayah tersebut, demikian laporan Xinhua, Kamis pagi.",negaga,negara
"Sebagai tim tuan rumah, Antonius dan kawan-kawa dituntut meraih poin penuh.",kawan-kawa,kawan-kawan
"Langkah kedua, menurut Presiden perlu adanaya usaha intensif untuk menstimulasi investasi di kawasan,  memelihara pertumbuhan dan menciptakan lapangan kerja.",adanaya,adanya
Kedua negara menurut database FIFA sudah bertemu sebannyak 66 pertandingan.,sebannyak,sebanyak
"""Itu kemungkinan menunjukkan adanya tumbukan antara semesta kita dengan lainnya yang rasio baryon-proton-nya lebih besar 65 kali dari alam semesta kita,"" ucap Chary.",baryon-proton-nya,baryon-protonnya
Nama Jokowi jauh lebih unggul dibandingkan beberada nama lainnya.,beberada,beberapa
Sedangkan pencairan tahap II dilakukan 48 hari kerja sejak pencairian tahap I yaitu sebesar 60  persen dari total pinjaman.,pencairian,pencairan
Motor yang mereka tumpangi menabrak mobil yang berada di depan mereka karena meobil itu mengerem mendadak.,meobil,mobil
"""Tiap paket berisikan beras lima kilogran, gula sekilogran dan minyak goreng dua liter,"" ujarnya.",sekilogran,sekilogram
"Jumlah perkara yang diputus hari ini adalah 11 gugatan untuk Sumatera Utara, Lmpung 35 gugatan, Jawa Barat 58 gugatan, Papua Barat tujuh gugatan, Sulawesi Utara 19 gugatan, Kalimantan Barat 10 gugatan, Sulawesi Tenggara 14 gugatan, Kalimantan Timur 17 gugatan, dan Sulawesi Selatan 30 gugatan.",Lmpung,Lumpung
"Tentara melakukan satu operasi Maret tahun lalu untuk menghancurkan pangkalan-pangalan pemberontak di Ghouta Timur dan memblokade penuh daerah itu Oktober, yang menyebabkan penduduk  menderita kekurangan makanan.",pangkalan-pangalan,pangkalan-pangkalan
"Hutan juga membantu memerangi perubahan iklim sebab hutan menympan lebih banyak karbon daripada yang ada di atmosfir, kata Ban.",menympan,menyimpan
"""Perekrutan pegawai itu kan berdasarkan permintaan daerah dari sisi kebutuhanya apa, misalnya kalau butuhnya guru, guru matematika, ya diajukan ke pusat, jadi spesifikasinya harus ada,"" katanya.",kebutuhanya,kebutuhannya
"Dalam konfllik Suriah, senjata kimia berjenis gas mustard dipakai dalam pertempuran yang ada.",konfllik,konflik
Saham perusahaan roti First Baking juga naik 18 persen pada Selasa berkat roti-nya yang bertemakan Pokemon.,roti-nya,rotinya
"Selain itu, juga hadir sebagai pembicra utama Dr Fareed Zakaria yang juga jurnalis dan komentator ternama dunia.",pembicra,pembicara
"Bahkan, menurut Marty, Pemerintah PNG menolak mengiizinkan kapal tersebut memasuki wilayah PNG.",mengiizinkan,mengizinkan
"Skor semestinya dapat berubah menjadi 2-0 saat turun minum, ketika Mkhitartan melepaskan tembakan melebar ketika gawang sudah terbuka lebar.",Mkhitartan,Mkhitaryan
"Usai melaksanakan peliptan kertas surat suara, kata Idham, pihak KPU fokus pada formulir pemilu baik formulir seri C, D, DA dan formulir DB untuk semua jenis dengan melibatkan staf KPU setempat.",peliptan,peliputan
"JAKARTA, KOMPAS.com - Kejadian pria jatuh dari tribun Stadion Utama Gelora Bung Karno (SUGBK), Senayan, Jakarta, sempat terpantau sejumkah saksi.",sejumkah,sejumlah
Ibu Ani abadikan keindahan Stockholms Stadshus,Stockholms,Stockholm
Pernyataan ini dia sampaikan selagi berada di Filipina untuk mendorong pulutan juta warga Filipina memainkan atau mengikuti pertandingan olah raga ini.,pulutan,puluhan
"Tugas kita adalah mumulangkan warga kami dengan selamat ke Norwegia,"" kata Solberg kepada stasiun berita NTB.",mumulangkan,memulangkan
"""Helikoper Puma SA 330 diberangkatkan dari Lanud Supadio karena saat itu sedang menjalani latihan.",Helikoper,Helikopter
"Wasit yang mendapatkan hukuman larangan memimpin pertandingan ini adalah Aeng Suaelan selama satu musim kompetisi, Ahmad Suparman (Jawa Barat) selama empat pekan, Jerry Elly (Jawa Barat) enam pekan, Maslah Iksan (Sumatera Utara) 12 pekan dan Moch Adung (DKI ) empat pekan.",Suaelan,Suarlan
"Marcomm Promotion Hotel Aryaduta Karin Srijaya, mengatakan untuk ramadhan kali akan dibuat lebih spesial dibanding tahun sebelumnya, mulai dari dekorasi, paket kamar dan paket buka puasa selain itu letak hotel Aryaduta dekat dari Mesjid Terapung dan Mesjid Aqsa yang menjadikannya sebagai pilihan tepat untuk mengiap di bulan Ramadhan.",mengiap,menginap
"""Penelitian kami menunjukkan, usia saat perempuan memasuki masa mestruasi di antaranya terjadi pada perempuan yang konsumsi minuman dengan tambahan gula,"" ujar pemimpin penelitian, Karin Michels, seperti dilansir Indian Express.",mestruasi,menstruasi
"Masgarta, juru kampanye  yang lain, mengatakan Partai Kedaulatan akan menelurkan beberapa und ang-undang jika terpilih nanti, seperti U ndang-undang anti kemiskinan dan Undang-undang dilarang menganggur.",ndang-undang,Undang-undang
Gerakan akan menekankan aspek kolektifitas dalam memperoleh bagi hasil sesuai kebutuhan masyarakat.,kolektifitas,kolektivitas
"Mereka anrara lain, Iran, Suriah, Irak, hingga Hizbullah Libanon.",anrara,antara
Polisi yang berjaga di sana juga tak mengetahui secara persis mereka itu siapa.. Perawat RS Medistra juga tak bersedia memberi keterangan.,siapa..,siapa.
"Kepada keluarga, sahabat-sahabat, tabiit tabiin, aulia dan ulama-ulama, khususnya ulama NU, dan terkhusus rais aam yang membuat saya di posisi seperti ini, (almarhum) Kiai Sahal Mahfudh,"" lanjut Gus Mus.",tabiit,tabit
"Tangerang (ANTARA News) - Sebanyak 250 dari 1.220 kopersi yang telah memiliki izin di Kabupaten Tangerang, Banten, saat ini hanya tinggal papan nama akibat tidak ada kegiatan.",kopersi,koperasi
Robot bernama James yang dikembangkan para peneliti CoTeSys dan Technische Universitat Muenchen (TUM) pergi berbelanja di sebuah toko.,CoTeSys,CoDeSys
"Hadir dalam upcara penghormatan itu Menko Perekonomian Darmin Nasution, Menlu Retno Marsudi, Mendag Thomas Lembong, Seskan Pramono Anung dan Kepala BKPM Franky Sibarani.",Seskan,Seskab
"Pada tahun-tahun setelah Perang Chenchnya kedua pasca-Soviet, kelompok perlawanan anti-Kremlin mulai menguatkan akar radikalisme Islam mereka, bukan lagi separatisme.",Chenchnya,Chechnya
Ia menganggap semua ini sejalan dengan kesepakatan kerja sama sesuai CEPA (comprehensive economic partnrship agreement).,partnrship,partnership
"Dari keterangan tetangganya, teruangkap kerap terjadi pertengkaran di rumah tangga pasangan suami isteri tersebut yang dipicu masalah ekonomi.",teruangkap,terungkap
"Para politisi dan simpatisan Sri Mulyani menggagas membuat ormas yang kemudian menjadi Partai, SRI (Serikat Rakyat Indonesia) yang dideklarasikan mwnjelang Pilpres di Mal Taman Anggrek Jakarta Barat.",mwnjelang,menjelang
"Setelah itu, tanda tangan  akan disertai dengan petisi soal masalah-masalah HAM yang belum sempat  terselesaikan ke insitansi terkait.",insitansi,instansi
Pejuang asal Kabupaten Majalengka itu selama hidupnya gigih melawah penjajah Belanda.,melawah,melawan
"Untuk diketahui, KY sebelulm terjerat perkara pencabulan, karena menyetubuhi LS, seorang siswi sekolah berkebutuhan khusus (tuna wicara) pada 31 Agustus 2015 lalu.",sebelulm,sebelum
"""Bedanya saya mempunyai kalkukasi.",kalkukasi,kalkulasi
"Dalam acara dikusi publik yang diselenggarakan oleh Ormas Nasdem tersebut hadir ahli hukum dari Universitas Indonesia Hikmahanto Juwana, Direktur Utama Pelindo R J Lino, serta mantan Menteri Kelautan dan Perikanan Sarwomo Kusumaatmadja sebagai pembicara.",dikusi,diskusi
"Tokoh Muslim Suni yang juga Sekjen Komite Dialog Muslim-Kristen Lebanon ini mengatakan, persoalan kian menyusutnya jumlah orang Kristen di Timur Tengah seperti yang dibahas dalam sinode, menjadia perhatian seluruh umat Islam.",menjadia,menjadi
"Menit 78, Lazio memperoleh hadiah tendangan penalti saat Yann-Erik de Lanlay melanggar Stefan radu di area terlarang.",radu,Radu
"Jika mengikuti mekanise persidangan maka dibutuhkan waktu cukup lama, mengingat harus menempuh mekanisme banding dan kasasi, katanya.",mekanise,mekanisme
"Ketua Fraksi Partai Keadilan Sejahtera DPRD Kota Semarang Imam Mardjuki menuturkan, setelah alat kelengkapan DPRD terbentuk, agenda awal yang harus segera dilaksanakan adalah membahas Anggaran Pendapatan dan B elanja Daerah Perubahan 2009 Kota Semarang.",elanja,belanja
"Masalah pendidikan menjadi fokus pilihan PPIA University of Melbourne, karene menurut mereka masa depan Indonesia berada di tangan generasi mudanya.",karene,karena
"""Berdasarkan hasil keputusan rapat bersama, baik tim SAR, BPBD, kepolisian dan berbagai unsur yang terlibat dalam pencarian korban ruko ambruk ini, proses evakuasi sementara dianggap selesai sebab berdasarkan data, sebanyak 84 korban dari ambrunya ruko Cenrdawasih Permai itu dan semuanya sudah ditemukan,"" katanya.",ambrunya,ambruknya
"Selain Zarkasih, dalam penggerebekan yang dilakukan warga sekitar itu ditangkap juga Sukardi yang sehari-hari sebagai pegawani negeri sipil.",pegawani,pegawai
"Demi menghormati proses hukum yang sedang berlangsung pihak Kemenpora meminta pihak kepolisian untuk tidak memberikan pelayanan dan fasiltasi izin keramaian pada berbagai kegiatan keolahragaan yang diajukan oleh PSSI, mengingat putusan atas gugatan belum berkekuatan hukum tetap.",fasiltasi,fasilitasi
Video yang dipublikasikan oleh media lokal menunnjukkan polisi mengepung demonstran kedalam bangunan Dreinoff.,menunnjukkan,menunjukkan
"Dalam pertemuan tersebut selain akan dibahas terkait masa depan ASEAN, Komunitas ASEAN 2015 juga membicarakan mengenaui isu-uisu kawasan dan internasional.",mengenaui,mengenai
"Tanjung (ANTARA News) - Dua tersangka dugaan korupsi penyalahgunaan dana retribusi Ijin Mendirikan Bangunan (IMB) di Kecamatan Murung Pusak, Kabupaten Tabalong, Kalimantan Selatan, AY dan ALF, seksrang menjadi tahanan kota Kejaksaan Negeri setempat.",seksrang,sekarang
"Ditanya apakah Titus Bonai bisa dimainkan, Jacksen mengatakan, ""kabarnya cedera tapi belum dionfirmasi ke pemain tersebut terkait kabar ini.""",dionfirmasi,dikonfirmasi
"Sean Gelael berada di urutan ke-23 dan ke-22 pada perlombaan pertama dan kedua (Race 1 - 2), sementara Tim Doruble R Racing mendapatkan dua poin dari Antony Giovinazzi yang berada pada urutan kesembilan pada Race 3 yang dimenangu Lucas Auer dari Austria.",Doruble,Double
Itu sudah prosedur tata neegara lho.,neegara,negara
"Baiquni lagi-lagi berseoloroh biaya pencadangan hingga akhir tahun tidak akan mengalami kenaikan drastis, atau melibihi 150 persen.",berseoloroh,berseloroh
"""Ukuran paling sederhana dari 'trust' itu adalah mereka tidak merasa terdzalimi pada waktu dilakukan mutasi dan rotasi jabatan,"" ujar Darmin yang menjabat sebagai Direktur Jenderal Pajak pada periode 2006-2009.",terdzalimi,terzalimi
"Barang-barang yang berhasil diamankan dari kapal berupa, kamera DSLR EOS 1100D sebanyak 1.224 unit, Colly Garmen dan Produk Teksil sebanyak 50 unit, karton supplemen diet sebanyak 15 unit, karton smartphone accesories merek BlackBerry 65 unit, 55 set diaphragm pim husky graco, 8 packages digital photo pronter, 35 packages mesia set fotolusio, 13 packages fireball pump graco dan 30 packages dynamo.",supplemen,suplemen
"Barcelona (ANTARA News) - Barcelona menggamankan tiga poin setelah menundukkan Ajax Amsterdam 3-1 di Camp Nou dalam lanjutan Liga Champions, Rabu dini hari.",menggamankan,mengamankan
"Sekitar pukul 18.00 WIB, Bor ditangkap saat bersembuni i kebun milik kakeknya di Desa Tanjung Labu.",bersembuni,bersembunyi
"DAMASKUS, KOMPAS.com - Pemberontak Suriah menembakkan sejumlah mortir ke salah satu istana Presiden Bashar Al Assad di ibukota Suriah.",morti,mortir
Brussell (ANTARA News) - Raksasa Internet Google telah mengajukan untuk mengubah beberapa praktik bisnis untuk menghindari kemungkinan denda miliaran dolar dari otoritas persaingan usaha Eropa.,Brussell,Brussel
"KPK, katanya, akan mengungkap aktor intelektual di balik pemberian 480 lembar cek perjalanan yang diduga berkaita dengan pemenangan Miranda Goeltom sebsagai Deputi Gubernur Senior Bank Indonesia 2004 itu.",sebsagai,sebagai
"Fitri, salah satu warga yang ikut mnengantre mengaku kecewa karena tidak kebagian jatah nasi.",mnengantre,mengantre
"Menanggapi keluarnya Permentan tersebut, Ketua Perhimpunan Peternak Sapi dan Kerbau Indonesia (PPSKI) Teguh Boediyana menyatakan, seharusnya Menteri Pertanian dan Menteri Perdagangan membicarakan bersama serta menelaah berapa volume yang dapat diimpor agar tidak distorsif pada usaha rakyat, yakni penjagal dan pedagang.",distorsif,distortif
"""Andai Donald Trump menjani nomine, maka itu adalah akhir Partai Republik,"" kata Graham.",menjani,menjadi
"Selain itu, asosiasi juga juga bertugas mengembangkan kesadaran masyarakat internasional sebagai dukungan nyata terhadap Palestina dan Al-Quds Assharief, membangun jaringan kerjasama antar-media muslim.",antar-media,antarmedia
"Sementara itu pemikir lain, Al Mawardi, berkata ""Al-Imamah Maudhuatun li-khilafi al-nubuwah fi hirasadi al-ddin wa siyasati al-ddunya"".",hirasadi,hirasaki
"Tidak hanya hakim, terdakwa dan penasihat hukum  terdakwa juga nggerundel tentang siaran langsung.",nggerundel,nggrundel
"Festival ini merupakan perwujudan komitmen FH BUMN terhadap pelestarian nilai-nilai kebudayaan dan menjadi bukti dukungan terhadap peningkatan potensi wisata Joglo Semar terutama di Candi Borobudur sebagai ikonnya, dengan mewujudkan kegiatan kreaktif sebagai daya tarik wisatawan.",kreaktif,kreatif
"Berdasarkan data kegempaan, dalam tiga hari terakhir, aktivitas fluida yang ditandai dengan gampa frekuensi rendah terus berkurang namun asap solfatara masih terus keluar dari Merapi.",gampa,gempa
Keduanya akan dikonftontir dalam kasus pemalsuan rentut.,dikonftontir,dikonfrontir
KPK juga telah menyita mobil Villfire dari tangan Jennifer dan satu unit Nissan Elgrand dari Keket.,Villfire,Vellfire
"Bahkan warga Desa Demit, Kecamatan Jotirogo sudah mulai menanam singkong, karena hasilnya menjanjikan.",Jotirogo,Jatirogo
"Dari informasi yang dikumpulkan Radar Malang dan Malang Post (Jawa Pos Group), tim evakuasi baru saja menemukan sebuah kursi pelontar dalam konsdisi kosong.",konsdisi,kondisi
"Hanya saja kali ini Hari pantas bergermbira karena dua nomor, kerapihan teknik putera dan puteri, yang semula diragukan ternyata mampu mebuahkan dua medali emas tambahan.",bergermbira,bergembira
"Roy menambahkan, KLHK sudah meminta keterangan dari 26 pmilik lahan.",pmilik,pemilik
"""Secara bertahap ada tiga orang WNA dipulangkan secara paksa ke negara asalnya,"" kata Kepala Seksi Bagian Pengawasan dan Penindakan, Imirgrasi klas II Meulaboh, Taufik Hidayat kepada Rakyat Aceh (Jawa Pos Group).",Imirgrasi,Imigrasi
"""Kebanyakan pasien berumur antara 20 hingga 30 tahun dari berbagai wilayah yang tersebari di Jatim, seperti Surabaya, Sidoarjo, Gresik, Jember, maupun Pasuruan,"" tuturnya.",tersebari,tersebar
"Menurut Agus, LKPBJP berupaya sedini mungkin untuk mencagh terjadi penyimpagan dalam poros pengadaan barang dan jasa.",penyimpagan,penyimpangan
Selain itu ada pemberdayaan Koperasi Ikatan Tenaga Manusia (Ikateman) dan Koperasi Pengayuh Becak Le'e Lamongan (Kopabel) untuk mangelola Bella (becak Le'e Lamongan) dengan tujuan lebih memanusiawikan para abang becak.,mangelola,mengelola
"Namun, sayanganya mesin saya rusak,"" ujarnya lagi.",sayanganya,sayangnya
"Menurutnya, tindakan terakhir penyerangan Israel terhadap Palestina, termasuk serangan di Gaza telah mempengaruhi persepsi masuarakat Uni Eropa terhadap Gaza.",masuarakat,masyarakat
"Di antara satwa itu, sejumlah 62 ekor dari jenis orangutan dan 80 ekor dari jenis klempiau (Hylobetes mullerri dan Hylobetes agilis).",mullerri,mulleri
"Pencopotan aribut oleh aparat Satpol PP Kota Mojokerto itu dilakukan di sepanjang Jalan Pahlawan, Jalan Majapahit, Jalan Raya Ijen, dan Jalan Gadjah Mada.",aribut,atribut
Termasuk juga dalam hal penyuplai soal UN ke sekolah maupun penjagaan di sekolah ketika berlangsungnua UN.,berlangsungnua,berlangsungnya
"""Hari ini selain patroli juga digelar razia serentah di enam Polsek wilayah Kota Bogor dengan sasaran kejahatan C3 (curat, curas dan curanmor) serta aksi pembegalan,"" katanya.",serentah,serentak
"""Kalau KPK masih dengan cara pendekatan yang lalu, saya yakin ini hanya menamabah keruwetan saja.",menamabah,menambah
"""Pameran ini menyampaikan pesan dalam bentuk gambar dan informasi serta video yang  merupakan hasil riset para ahli dari Cite de la Science (Site de la Siongs) Prancis tentang data digital yang membanjiri dunia dan proses penyimpanan data itu,"" kata Direktur IFI Surabaya, Mathieuw Dumesnil, saat membuka pameran itu di perpustakaan setempat, Kamis.",Mathieuw,Mathieu
Kemudian Ana Rovita yang menempati peringkat 180 dunia akan menantang unggulan ketujuh dari Jepang Sayaka Sato yang menempati perungkat 62 dunia.,perungkat,peringkat
SBY menyatakan rakyat Indonesia menginginkan agar pelaksamaan pemilu presiden 2014 ini tertib layaknya dua pemilu terdahulu.,pelaksamaan,pelaksanaan
"Menurut Srie, nantinya dalam perubahan tersebut tidak lagi disebutkan Rencana Detail Tata Ruang, namun hanya Rencana Tata Ruang saja, sehingga nantinya akan jauh lebih flesksibel dari aturan sebelumnya.",flesksibel,fleksibel
KY ajukan lima calon hakin agung,hakin,hakim
KONI berjanji bahwa persoalan keterlaabatan gaji atlet dan pengurus KONI akan diselesaikan paling lambat awal Februari 2012.,keterlaabatan,keterlambatan
Internert adalah teknologi yang memperkuat individu.,Internert,Internet
"Sebelumnya, ruas jalan tersebut seslalu tergenang setiap kali turun hujan deras.",seslalu,selalu
"""Kami mendukung Mahfud untuk maju sebagai calon presiden nanti, karena Pak Mahfud sosok yang pantas memimpin bangsa ini dari krisis kepercayaan multidiminsi yang selama ini terjadi,"" kata juru bicara pemuda Madura, Abdul Syukur.",multidiminsi,multidimensi
"""YOR di bawah 65 persen, ini dianggap ideal, dan tadi telah disampaikan terminal Kalibaru yang selesai pertengahan tahun depan, akan menambah kepasitas pelabuhan 1,7 juta TEUs.",kepasitas,kapasitas
"Keduanya akan mendukung layanan-layaan online semacam iTunes, App Store, iMessage, Maps dan Siri untuk pelanggan Eropa.",layanan-layaan,layanan-layanan
"Namun sayang, kadang 'tontonan' itu tidak hanya membosankan (karena kita dipaksa mengikuti gaya pembicara yang mau menang sendiri) tetapi juga -mohon maaf- memuakkan karena kata-kata kurang sopan yang dilontarkan untuk menyerang pihak lain.",maaf-,maaf
"Dalam pekan yang berakhir 25 April, angka pendahuluan untuk klaim pengangguran awal yang disesuaikan secara musiman adalah 262.000, turun 34.000 dari tingkat revisi pekan sebelumnya, Departemen Tenaga Kerja AS meangatakan Kamis.",meangatakan,mengatakan
"JAKARTA, KOMPAS.com - Menteri Perikanan dan Kelautuan Susi Pudjiastuti termasuk salah satu menteri yang paling populer di jejaring sosial Twitter, setelah Menko Bidang Kemaritiman Rizal Ramli.",Kelautuan,Kelautan
"Akibatnya, perjalanan trasjakarta dari arah Cawang menuju Semanggi tersendat.",trasjakarta,transjakarta
"""Sudah berkali-kali disampaikan rencananya, semua pemangku kepentingan sudah bicara ini, kalau dari pihak kami kami sesuai dengan arah pimpinan kami terus melanjukan pembangunan itu, nanti final di dalam rapat menko ekonomi,"" katanya.",melanjukan,melanjutkan
Luka yang cukup parah mengaharuskan Nikson dibawa ke RS PMI Bogor.,mengaharuskan,mengharuskan
Penampatan bolanya luar biasa bagus.,Penampatan,Penempatan
Aristo Kevin dan Maulana Imam Septyo Putro (SMA Negeri 3 Semarang) Pemenang Pertama LKIR 2015 Bidang Ilmu Pengetahuan Teknik melalui penelitiannya tentang Lapisan Anti Karat yang Memanfaatkan Limbah Plastik Poliprofilena untuk meningkatkan ketahanan korosi dari seng di lingkungan air laut.,Poliprofilena,Polipropilena
"Kantor Kepresidenan Turki menyatakan bahwa Erdogan dan Putin ""menyoroti pentingnja normalisasi hubungan bilateral antara Turki dan Rusia.",pentingnja,pentingnya
Museum Guggenheim dijadwalkuan buka pada 2017 dan Zayed 2016.,dijadwalkuan,dijadwalkan
"Menurut Gethuk, uji coba tersebut merupakan kesempatan bagi pemain yang selama ini duduk di bangku sadangan maupun sebagai pemain pelapis untuk  menunjukkan performanya, seperti beberapa pemain yang pada putaran pertama hingga pertengahan putaran kedua sebelum libur panjang performanya menurun.",sadangan,cadangan
"Oleh karena itu, dalam penegakan hukum, pemerintah harus dapat mendorong untuk tidak menekankan pada aspek legalistiknya saja.",legalistiknya,legalistik-nya
"Hingga malam ini, puluhan anggota polisi masih bersiaga-jaga di kawasan tersebut.",bersiaga-jaga,beriaga-jaga
"""Itu jadwal keberangkatan calon haji dari Padang Panjang menuju asrama di embarkasih Padang.",embarkasih,embarkasi
"Pada waktu terjadi awan panas pada eruspsi tahun 2006 dan erupsi-erupsi sebelumnya, kan, materialnya ada yang besar ada yang kecil.",eruspsi,erupsi
Kasus tersebut membuat penumpang Lion Air dipindahkan ke pesawat pengganti dengan nomor penerbngan JT 250 No.,penerbngan,penerbangan
